Time,RG
16640,1.96279
16650,1.96248
16660,1.98291
16670,1.96791
16680,1.96962
16690,1.96754
16700,1.95842
16710,1.95148
16720,1.95986
16730,1.97855
16740,1.96048
16750,1.9775
16760,1.96837
16770,1.96801
16780,1.96149
16790,1.96045
16800,1.9601
16810,1.96365
16820,1.96978
16830,1.96877
16840,1.9716
16850,1.95771
16860,1.97816
16870,1.96523
16880,1.98471
16890,1.9832
16900,1.99099
16910,1.98191
16920,1.97659
16930,1.97227
16940,1.9846
16950,1.96185
16960,1.97497
16970,1.97293
16980,1.97501
16990,1.98338
17000,1.9674
17010,1.97526
17020,1.97434
17030,1.96647
17040,1.97458
17050,1.97148
17060,1.98076
17070,1.97547
17080,1.98318
17090,1.98663
17100,1.96666
17110,1.96218
17120,1.97262
17130,1.97185
17140,1.97099
17150,1.96994
17160,1.96499
17170,1.95636
17180,1.96583
17190,1.95941
17200,1.96772
17210,1.96137
17220,1.96152
17230,1.95924
17240,1.96064
17250,1.95093
17260,1.95857
17270,1.95818
17280,1.96712
17290,1.96107
17300,1.96416
17310,1.95795
17320,1.95889
17330,1.9652
17340,1.9703
17350,1.96158
17360,1.9573
17370,1.94544
17380,1.96537
17390,1.94852
17400,1.9562
17410,1.95527
17420,1.95828
17430,1.95006
17440,1.96106
17450,1.96906
17460,1.96931
17470,1.97339
17480,1.96712
17490,1.95021
17500,1.97046
17510,1.95887
17520,1.96021
17530,1.96171
17540,1.96494
17550,1.94939
17560,1.94326
17570,1.95316
17580,1.94769
